ID	PAM50	Bcellsnaive	Bcellsmemory	Plasmacells	TcellsCD8	TcellsCD4naive	TcellsCD4memoryresting	TcellsCD4memoryactivated	Tcellsfollicularhelper	Tcellsregulatory(Tregs)	Tcellsgammadelta	NKcellsresting	NKcellsactivated	Monocytes	MacrophagesM0	MacrophagesM1	MacrophagesM2	Dendriticcellsresting	Dendriticcellsactivated	Mastcellsresting	Mastcellsactivated	Eosinophils	Neutrophils
SD0357	LumA	0.193504589	0	0.055026633	0.033920173	0	0.120034455	0	0.020917181	0.0059777	0	0.006676854	0	0	0.055472575	0.035808603	0.204741507	0.012978009	0	0.229774046	0	0	0.025167673
SD0358	LumA	0.128012625	0	0.009461188	0.05206008	0	0.241255942	0	0.013328675	0.011385533	0	0.02385665	0.001904993	0.011210193	0	0.03966795	0.270218478	0.023044154	0	0.16309689	0	0	0.011496649
SD0361	LumB	0.127767579	0	0.068163291	0.033996938	0	0.020371519	0	0.049432543	0.081885485	0	0.027841598	0.002491991	0	0.194533938	0	0.275472921	0	0.020014918	0	0.09802728	0	0
SD0368	Basal	0.104195035	0	0.018583936	0.037280898	0	0	0	0.011180139	0.078825804	0	0.066625851	0	0	0.458718155	0.013023214	0.180934567	0	0	0	0.030632402	0	0
SD0371	LumA	0.135911399	0	0.442235986	0.101082182	0	0.033841002	0	0	0.054377206	0	0.044208246	0.023199472	0.023730114	0	0	0.114811879	0.02352504	0	0.003077475	0	0	0
SD0372	Basal	0.04318958	0	0.03160456	0	0	0	0	0.068445617	0.021933313	0	0	0.036430308	0	0.714016576	0.022625832	0.061685332	0	0	6.89E-05	0	0	0
SD0373	LumB	0.104882928	0	0.069512461	0.036288356	0	0.151095354	0	0.070155011	0.095642086	0	0	0.056021163	0	0.197792044	0.06318546	0.155425137	0	0	0	0	0	0
SD0374	Her2	0.029521392	0	0.06390201	0	0	0.163554477	0	0.021810832	0	0	0	0.026044343	0	0.040638811	0.015156722	0.463826033	0.039392673	0.048050413	0.040709835	0	0	0.047392461
SD0375	Basal	0.045225989	0	0.290486759	0.021404877	0	0.052002048	0.012034841	0.078572101	0.040555925	0	0.012417208	0.030899621	0	0.087247017	0.024876227	0.240755103	0.01068353	0	0.041934436	0	0	0.010904318
SD0376	Her2	0.107652193	0	0.019348923	0	0	0.045446439	0	0.084286123	0.050047318	0	0	0.032827314	0	0.26981657	0	0.331784329	0	0.00018188	0	0.049090579	0	0.009518333
SD0377	Basal	0.113437503	0	0.072717407	0.062043346	0	0.126181177	0.006453588	0.055628221	0.090325485	0	0	0.059491463	0.029424752	0.00666908	0.025408971	0.219839412	0.067535916	0	0.064843679	0	0	0
SD0385	LumB	0.097404539	0	0.053144497	0.034532618	0	0.108325622	0	0.005233387	0.017661568	0	0.023054643	0	0	0.032700122	0.025288902	0.496521933	0.002424294	0	0.05559936	0	0	0.048108515
SD0388	Basal	0.133898301	0	0.029431111	0.00172938	0	0.0842864	0	0.028339604	0.013594627	0	0	0.039184433	0	0.293053256	0.019020111	0.338620497	0	0.00014576	0	0.018696519	0	0
SD0389	LumA	0.147983572	0	0.045487099	0.001300543	0	0.222168049	0	0.028361645	0.004877709	0	0	0.047069148	0.01586424	0.018889383	0.03266341	0.249490993	0	0.092198614	0.093645595	0	0	0
SD0391	LumB	0.102818288	0	0.187040549	0.146271583	0	0.154977982	0.006000278	0.018629796	0.025503727	0	0.052246685	0	0.005899754	0.030111871	0.07725305	0.172357164	0	0	0.012354756	0	0	0.008534516
SD0403	Basal	0.111895771	0	0.069360346	0.068329177	0	0.240429941	0.018070468	0.062045321	0.0362431	0	0.047159967	0	0.004228793	0.019392171	0.073843204	0.157860983	0.015432932	0.001136271	0.063475092	0	0	0.011096464
SD0404	LumB	0.110486726	0	0.204586516	0.039235447	0	0.076266389	0	0.019661117	0.01884853	0	0	0.012913633	0	0.040038419	0.015325253	0.145910519	0.003237993	0	0.313489459	0	0	0
SD0418	LumA	0.061297888	0	0.138695455	0.150242669	0	0.151244138	0.003844808	0.086726385	0.047683944	0	0	0.04562435	0.023451672	0.04128604	0.043347795	0.170179636	0	0	0.036375219	0	0	0
SD0419	LumB	0.100228591	0	0.017907231	0.003848086	0	0.091510405	0	0.005648081	0.008233495	0	0	0.018722778	0	0.023493599	0.007652928	0.449995578	0.020481701	0	0.224476843	0	0	0.027800686
SD0422	LumB	0.110538406	0	0.029164722	0	0	0.184492157	0	0.008329387	0	0	0.014851027	0	0	0.110054491	0.054549838	0.264493936	0.061080783	0	0.136582722	0	0	0.025862532
SD0423	Her2	0.176457388	0	0.100331011	0	0	0.118253084	0	0	0.03628857	0	0	0.022440829	0	0.221831218	0.035610995	0.288786905	0	0	0	0	0	0
SD0427	LumB	0.103432586	0	0.063212743	0.019185015	0	0.142186079	0	0.01077554	0.037362507	0	0.016593987	0	0	0.168245725	0.045614987	0.304585701	0	0	0.08492869	0	0	0.003876439
SD0433	LumB	0.110643738	0	0.181165465	0.015585252	0	0.105038481	0	0.014298119	0.034471083	0	0.043584776	0	0.000565892	0.07805591	0.03315318	0.134691887	0.000822044	0	0.245820766	0	0	0.002103406
SD0436	Her2	0.096892716	0	0.126016663	0	0	0.04491593	0	0.053073662	0.000260912	0	0	0.031470842	0	0.153415764	0	0.43337652	0	0.021264578	0.015663272	0	0	0.023649141
SD0439	Her2	0.122228427	0	0.186771704	0.057231655	0	0.160300254	0.005553862	0	0.018978932	0	0.036651256	0	0	0.101922398	0.057108596	0.150010264	0.0173135	0	0.061374739	0	0	0.024554413
SD0442	LumB	0.007717216	0	0.104188018	0	0	0.122375217	0	0.033174477	0	0	0	0.044155085	0	0.135303495	0.0769261	0.27515876	0.013824288	0	0.118874117	0.046832098	0	0.021471129
SD0449	Her2	0.146174433	0	0.15873299	0.019898743	0	0.245054758	0.012045162	0	0.010518184	0	0.029146264	0.019553745	0.006851765	0.050999595	0.052883593	0.177381737	0.023057012	0	0.045193097	0	0	0.002508923
SD0450	Basal	0.11770158	0	0.006621272	0	0	0.210285275	0	0.000377246	0	0	0	0.019113909	0	0.063803196	0.064693042	0.424472711	0	0	0.090251379	0	0	0.002680391
SD0454	Basal	0.127977537	0	0.156626665	0	0	0.226340355	0	0	0.000403365	0	0.016740989	0	0.005752683	0	0.023269284	0.288588097	0.067091829	0	0.075980998	0	0	0.011228199
SD0457	Basal	0.111624287	0	0.004723081	0.09521406	0	0.040956029	0	0.022555504	0.063431343	0	0.028206127	0.004433845	0.000365751	0.130278782	0.000403701	0.44731384	0	0	0.050493649	0	0	0
SD0459	LumA	0.148271074	0	0.027692222	0	0	0.120408522	0	0.002056582	0	0	0.019029658	0.006632841	0	0.099519311	0.024219125	0.344996531	0	0.013938332	0.179557679	0	0	0.013678123
SD0462	Her2	0.133700095	0	0.2378847	0.020428126	0	0.114489522	0	0.044928009	0.039621104	0	0	0.01732156	0.003696295	0.109388865	0.070301999	0.155692012	0	0	0.052547713	0	0	0
SD0464	LumA	0.195037833	0	0.072922597	0	0	0.166038654	0	0.06348182	0.00613151	0	0	0.044120953	0.005180574	0	0.003102656	0.315687732	0.082730196	0	0.045565473	0	0	0
SD0477	LumB	0.096756028	0	0.017188141	0.042383894	0	0.096021174	0	0	0.005993885	0	0	0.025947301	0.004112286	0	0.020252911	0.395782052	0.10244715	0	0.17405912	0	0	0.019056059
SD0480	Her2	0.12484165	0	0.084265537	0.107656499	0	0.2791684	0.020980389	0.034881833	0.02711535	0	0.01397692	0	0.004712202	0.087031307	0.062097441	0.128732087	0	0	0.024540383	0	0	0
SD0482	LumA	0.117656682	0	0.012616645	0	0	0.179729613	0.040572079	0.061380886	0	0	0.027172268	0	0.013153322	0.022946704	0.074177756	0.121914357	0.041872817	0	0.28680687	0	0	0
SD0483	Basal	0.192651736	0.08883486	0.036342354	0	0	0.228825583	0.016160823	0.003842132	0	0	0.056386549	0	0	0.123448634	0.046169833	0.161742181	0	0	0.044911031	0	0	0.000684285
SD0487	Basal	0.134958497	0	0	0.110968468	0	0.172613854	0.01529015	0.069554157	0.077843442	0	0.0016697	0.07620089	0.026408221	0.028359739	0.109613806	0.127567316	0.027756261	0	0.021195499	0	0	0
SD0492	LumB	0.077222252	0	0.068712473	0.074536999	0	0.151891946	0	0.033696373	0.090582345	0	0	0.023026544	0.003459655	0.051589442	0.035406398	0.250916776	0	0	0.130476899	0	0	0.008481899
SD0497	LumB	0.081751941	0	0.085850225	0.004266209	0	0.073435148	0	0.031298465	0.031980022	0.005837068	0	0.030318101	0	0.19497182	0.025842891	0.390713352	0	0	0.00208761	0.025268719	0	0.01637843
SD0498	Her2	0.114739311	0	0.189035931	0.040673063	0	0.162229735	0.01215651	0.014348099	0.028812098	0	0.032259595	0	0.009870675	0.061289079	0.059841619	0.175434132	0.030086362	0	0.066667005	0	0	0.002556787
SD0499	LumA	0.157358424	0	0	0	0	0.201207866	0	0.136792029	0.036742789	0	0	0.010943959	0.024937263	0	0.006406288	0.373569823	0.017452444	0	0.034589116	0	0	0
SD0503	LumB	0.136266201	0	0.111071062	0.034014649	0	0.12275201	0	0.038785351	0.021713082	0	0.017765322	0.010602858	0.001440461	0.01119239	0.045832541	0.184106966	0.031319287	0	0.221626953	0	0	0.011510866
SD0504	LumA	0.154272043	0	0.044694998	0.035261548	0	0.182792238	0	0.000136941	0.008656647	0	0.027014565	0	0.003214156	0.110436495	0.053433747	0.234244871	0.0562671	0	0.089574649	0	0	0
SD0506	Basal	0.121120625	0	0.106659581	0	0	0.098775874	0	0.042661359	0.004172498	0	0	0.012561069	0	0.214119108	0.033137795	0.33442648	0	0	0.032159833	0	0	0.000205777
SD0507	Basal	0.19422038	0	0.143748286	0	0	0.187349881	0	0.012094173	0.036344563	0	0.031093931	0.004861546	0	0.145479323	0.067568271	0.161463383	0	0	0.015776264	0	0	0
SD0512	Her2	0.161067947	0	0.07127165	0.089147041	0	0.293080345	0.020626075	0.021406909	0	0	0.04635038	0	0.017188275	0	0.059223243	0.141171985	0.035185526	0	0.044280625	0	0	0
SD0516	LumB	0.122730437	0	0.048613476	0	0	0.238932618	0	0.092510557	0.065514108	0	0.021715567	0	0.017859141	0.10658961	0.047497744	0.119907697	0.025597487	0	0.092531559	0	0	0
SD0522	LumA	0.069170952	0	0.202204953	0	0	0.024375096	0	0.05177991	0.023755318	0	0	0.019337384	0	0.246758416	0.00642527	0.194736058	0	0	0.161456645	0	0	0
SD0525	Normal	0.151433809	0.005555386	0.109004457	0.008026438	0	0.364559979	0.040358674	0	0	0	0.029414559	0	0.00289496	0	0.073692275	0.122317881	0.042054427	0	0.050687154	0	0	0
SD0530	Her2	0.126036615	0	0.169285148	0.023843929	0	0.180572763	0	0.038227042	0.010657404	0	0	0.036034309	0	0.208144891	0.036001276	0.120270194	0	0.00528103	0.043670829	0	0	0.00197457
SD0532	Basal	0.080087976	0	0.113391742	0.038250555	0	0.144286035	0	0.038982075	0.069347834	0	0	0.099092104	0.017842783	0.058000576	0.122524249	0.136774246	0.020196308	0.004870911	0.047821184	0	0	0.008531421
SD0533	LumB	0.090521354	0	0.179533463	0.053963696	0	0.136781866	0.012644381	0.014357548	0.020350766	0	0.017458135	0.007501163	0	0.16065923	0.042665643	0.152821049	0	0	0.10482361	0	0	0.005918095
SD0536	Her2	0.131223261	0	0.104868074	0	0	0.271379792	0	0	0	0	0.01630844	0	0.000670159	0	0.043003217	0.274879059	0.073689088	0	0.070839554	0	0	0.013139357
SD0538	Her2	0.136562954	0	0.170994254	0	0	0.137381182	0	0.026550451	0.049951255	0	0.00107035	0.030544509	0	0.147776802	0.02887683	0.266647052	0	0	0.000368064	0	0	0.003276296
SD0545	LumA	0.197663847	0	0.049437539	0	0	0.115310612	0	0.0186252	0.029390625	0	0	0.029400866	0	0	0.013612802	0.332912288	0	0.008714712	0.179701364	0	0	0.025230145
SD0549	LumA	0.155218948	0	0.080944379	0	0	0.158022625	0	0.02651689	0.035915407	0	0	0.008685217	0	0.259660846	0.009173825	0.231463657	0	0.006641983	0.027756225	0	0	0
SD0552	LumA	0.045713345	0	0	0	0	0.26411044	0	0	0.049948716	0	0.182945227	0	0.032259668	0.027902937	0	0.177679308	0	0	0.219440359	0	0	0
SD0553	Her2	0.130232472	0	0.086282856	0	0	0.313203415	0.004806914	0.019763817	0	0	0.018868525	0	0.030946047	0.078202249	0.062196966	0.168352977	0	0.013690145	0.073453617	0	0	0
SD0556	Her2	0.097422329	0	0.077871592	0.055036449	0	0.183478684	0	0.080549386	0.04544474	0	0.000163964	0.056896105	0.021090303	0	0.036792892	0.244616866	0.000742124	0.022508887	0.036702328	0	0	0.04068335
SD0560	Basal	0.11543565	0	0.011736006	0	0	0.191901585	0	0.042853689	0	0	0.00839751	0	0	0.09132229	0.01314793	0.223499446	0	0.178071785	0.105732268	0	0	0.017901841
SD0561	LumA	0.173723359	0	0.241015607	0.042340531	0	0.102195604	0	0.000923879	0	0	0	0.014110901	0	0	0.013011583	0.237514296	0.057986197	0	0.080923486	0	0.026766598	0.00948796
SD0568	LumA	0.136034944	0	0.171279757	0.109577917	0	0.202567898	0	0	0	0	0.01993291	0.003580195	1.62E-05	0	0.000111502	0.206195782	0.037003493	0.00418764	0.082863003	0	0	0.026648805
SD0569	Basal	0.116278081	0	0.008183905	0	0	0.307287394	0.001073619	0.017304759	0.026516783	0	0.071283769	0	0.009363303	0.114443311	0.138593948	0.12611744	0	0	0.063553687	0	0	0
SD0571	Normal	0.166782011	0	0.074164331	0.047582596	0	0.202959551	0	0	0.029062427	0	0.040919008	0	0.05417486	0.031055137	0.054718893	0.229429794	0	0	0.069151392	0	0	0
SD0590	LumB	0.087613101	0	0.032067559	0.051013919	0	0.211479626	0	0.054977612	0.101721773	0	0.113701823	0	0.055731878	0.042835847	0.040610372	0.080657215	0.031377553	0	0.096211723	0	0	0
SD0594	Basal	0.101180474	0	0.054421178	0	0	0.214079146	0	0.032966683	0	0	0	0.05270695	0	0.28093987	0.067324439	0.164812784	0	0	0	0.031568477	0	0
SD0599	Basal	0.102334169	0	0.117726362	0.006214771	0	0.088979607	0	0.032341761	0.00218477	0	0	0.034908647	5.20E-05	0.203020212	0.08505549	0.255175492	0	0.062665546	0.009341142	0	0	0
SD0601	LumA	0.143166707	0	0.04946216	0	0	0.087943923	0	0.015216907	0.030792849	0	0	0.010682102	0	0.306415349	0	0.253911646	0	0	0.095218985	0	0	0.007189373
SD0610	LumA	0.134297565	0	0.023213363	0.017581664	0	0.193512851	0	0	0.004136614	0	0.010439094	0.012158914	0.003326622	0.118083427	0.031624128	0.4044475	0	0	0.034888986	0	0	0.012289272
SD0613	Her2	0.108866938	0	0.188106109	0.150142857	0	0.137903847	0	0.014548704	0.065200511	0	0.005824999	0.031471252	0.008213297	0.037554491	0.039381417	0.143169655	0.020060378	0	0.047968012	0	0	0.001587532
SD0622	Basal	0.144710251	0	0.014959417	0.023228544	0	0.159148773	0	0.066920154	0	0	0.020228854	0	0.028091173	0	0.02366053	0.198578033	0.098440631	0	0.222033639	0	0	0
SD0623	Basal	0.049219644	0	0.292673129	0.200135262	0	0.042905812	0.055310663	0.066033738	0.024515973	0	0.03282589	0.003422808	0.00842526	0.037723112	0.062329444	0.109808894	0	0	0.010073608	0	0	0.004596762
SD0629	Her2	0.093200071	0	0.258925009	0.013472805	0	0.191072484	0	0	0	0	0.023230254	0.008684493	0	0.117310808	0.062133172	0.17259795	0	0	0.045726471	0	0	0.013646483
SD0632	Her2	0.083398803	0	0.138436219	0.028699188	0	0.073376638	0	0.041649683	0	0	0	0.004844747	0	0	0.008851568	0.430104748	0	0.015048377	0.14788648	0	0	0.027703549
SD0633	LumA	0.226115948	0	0.139323989	0	0	0.201090095	0	0.014645238	0.03438846	0	0.046723606	0	0.013169897	0	0.044263301	0.219391619	0.030584426	0	0.030303421	0	0	0
SD0636	LumA	0.07354436	0	0	0	0	0.276311965	0	0	0.021132927	0	0.145228253	0	0	0	0	0.352737381	0	0	0.103220955	0.02782416	0	0
SD0638	LumA	0.093602029	0	0.160632465	0.02093036	0	0.027185229	0	0.021373493	0.03245774	0	0.021244169	0.005908317	0.001655078	0.112134774	0.007551252	0.399710679	0	0	0	0.07741284	0	0.018201574
SD0659	Her2	0.129915628	0	0.032001947	0.02258484	0	0.185936832	0.000544848	0.04879997	0.01289183	0	0.015815186	0.00752607	0	0.251042457	0.063177361	0.209997804	0	0	0.019765226	0	0	0
SD0660	LumA	0.114457861	0	0.06098299	0.076168545	0	0.090400879	0	0.069803974	0.041390166	0	0.011560564	0	0	0.210024791	0.028778577	0.242122473	0	0	0.05255167	0	0	0.001757508
SD0665	Basal	0.15799715	0	0.067569329	0	0	0.312962459	0	0.047950787	0.000616137	0	0.01369025	0.013008363	0.015660539	0.048779427	0.068188476	0.148731151	0.018175698	0	0.086670233	0	0	0
SD0675	LumA	0.117314165	0	0.168099863	0.00531914	0	0.060260058	0	0.052867188	0	0	0	0.020833516	0	0.286840348	0.002552427	0.096689977	0	0	0.165237543	0.023985775	0	0
SD0680	Her2	0.075758099	0	0	0	0	0.099504329	0	0.038652432	0.016325081	0	0	0.013233652	0	0.320211449	0.064947081	0.32786629	0	0	0.013809239	0	0	0.029692348
SD0682	Basal	0.058262177	0	0.047589293	0	0	0.198269013	0	0.060230267	0	0	0	0.048996786	0	0.068222301	0.075099485	0.278241573	0.026240893	0.017657526	0.046281738	0	0	0.074908947
SD0683	Basal	0.014878192	0	0	0	0	0.110258565	0	0.100466485	0.01464931	0	0.042248139	0	0	0.434366824	0	0.142089615	0	0	0	0.14104287	0	0
SD0693	Basal	0.164042754	0	0	0.087974101	0	0.249410664	0	0	0	0	0.051465227	0	0	0.276702041	0	0	0	0	0.144545614	0	0.025859599	0
SD0695	LumB	0.093764452	0	0.149006808	0	0	0.091950053	0	0.008793773	0.033918487	0	0.018745018	0	0.005935453	0.032900702	0.028482393	0.381536331	0.013766437	0	0.108538585	0	0	0.032661507
SD0697	Her2	0.160305893	0	0.158503402	0.099774566	0	0.202708437	0.036124976	0.03332999	0.014844265	0	0.013066933	0.008660618	0.00135916	0.031274475	0.053893291	0.14634217	0.017197674	0	0.022614151	0	0	0
SD0698	Basal	0.11931396	0	0.038204157	0.014778194	0	0.308071719	0.017414118	0	0	0	0.039004977	0	0.008683066	0	0.080116532	0.218777487	0.048640949	0	0.095040176	0	0	0.011954663
SD0702	LumA	0.226926716	0	0.067560029	0	0	0.311894705	0	0	0.018076243	0	0.033582522	0	0.022823923	0	0.060558594	0.153366477	0.031791861	0	0.07341893	0	0	0
SD0703	Basal	0.000981738	0	0	0	0	0.237218878	0	0	0.04554349	0	0.133405378	0	0	0.42941294	0	0.094287344	0	0	0.057288068	0	0.001862163	0
SD0705	Her2	0.085067214	0	0.137003362	0.024513301	0	0.16602884	0.013646638	0.021881783	0	0	0.036010952	0	0	0.103560469	0.054904026	0.274357989	0	0	0.039953282	0	0	0.043072142
SD0708	LumB	0.035192067	0	0	0.029922351	0	0.198406522	0	0.010940484	0	0	0.006785121	0.004183904	0.031082712	0	0.064605536	0.303892771	0.062005875	0	0.252982655	0	0	0
SD0711	Basal	0.196259906	0	0.120067446	0	0	0.160274181	0	0	0	0	0	0.010403802	0	0.146961781	0.036776235	0.302757731	0	0	0.014551616	0	0	0.011947302
SD0714	LumB	0.078566645	0	0.06450322	0.005987407	0	0.113280317	0	0.043231038	0	0	0	0.020691081	0	0.12541476	0.042884487	0.295742232	0	0	0.166814433	0	0	0.042884383
SD0715	LumA	0.104594793	0	0.02253893	0	0	0.206572276	0	0.00641174	0	0	0.00304088	0	0.003178499	0	0.025244013	0.455954306	0	0	0.142603431	0	0	0.029861131
SD0717	Basal	0.169713243	0.007079663	0.099097797	0.077206577	0	0.213619207	0.031692511	0.001302079	0.023363179	0	0.066038571	0	0	0.130778514	0.081343076	0.094420122	0	0	0	0	0	0.004345461
SD0721	Basal	0.032028061	0	0	0	0	0.086784982	0	0.073782252	0.006911114	0	0	0.032062405	0	0.61455044	0	0.076965603	0	0.016458127	0	0.060457015	0	0
SD0731	Her2	0.105438871	0	0.098043939	0.011613041	0	0.234114572	0.006136348	0.03216864	0.031537007	0	0.036087884	0	0	0.084782735	0.07699456	0.211173497	0.024365652	0	0.047543255	0	0	0
SD0734	LumA	0.195220205	0	0.129623033	0.032789591	0	0.054897739	0	0.052361023	0	0	0	0.046523605	0	0	0.013252413	0.278318929	0.074205749	0	0	0.079333873	0	0.043473841
SD0735	LumA	0.043840073	0	0.051943281	0	0	0.221252103	0	0.035551479	0	0	0.03074089	0.029697728	0	0.189033012	0	0.364893537	0	0.005166908	0.013402093	0.014478895	0	0
SD0740	LumA	0.109958748	0	0	0	0	0.194201	0	0	0.052788336	0	0.057905742	0	0.016837164	0	0.016472403	0.370230519	0.111212601	0	0.070393488	0	0	0
SD0741	LumA	0.245866344	0	0.08260642	0	0	0.208588693	0	0.020120906	0	0	0.033324289	0	0	0	0.029346772	0.310853944	0.022496892	0	0.042713491	0	0	0.004082249
SD0743	LumA	0.116615557	0	0.001611452	0	0	0.115502259	0	0	0	0	0	0.004838307	0	0	0.00155005	0.446255409	0.072445481	0	0.185154289	0	0	0.056027195
SD0748	LumA	0.160438812	0	0	0	0	0.14170538	0	0	0.067881114	0	0.050617039	0	0	0.2512402	0	0.297572753	0	0	0.026545112	0.003999589	0	0
SD0752	LumB	0.116801708	0	0	0	0	0.151249257	0	0.011109932	0.007532846	0	0	0.082434833	0	0.277453384	0.017388368	0.286684861	0	0	0.04934481	0	0	0
SD0756	LumB	0.118432717	0	0.032914435	0.012591639	0	0.190972034	0	0.057343195	0	0	0	0.029913705	0.001355719	0	0.056195609	0.378896031	0.049607689	0	0.071777226	0	0	0
SD0757	Normal	0.221262979	0	0.087133456	0.014580952	0	0.238979977	0	0	0.076028078	0	0.058844189	0	0.01296882	0.02318761	0.030458563	0.147116099	0.009354594	0	0.080084684	0	0	0
SD0761	LumA	0.155107682	0	0.086069594	0.018483669	0	0.19891599	0	0.018803136	0	0	0	0.010619067	0	0	0.025296996	0.272743414	0.026178903	0	0.169988007	0.003276396	0	0.014517147
SD0772	LumA	0.145883475	0	0.03324088	0.110462292	0	0.329311456	0.006221883	0.019279878	0	0	0.054486726	0	0.006640563	0	0.050930903	0.123877288	0.051430522	0	0.068234134	0	0	0
SD0773	LumA	0.131083668	0	0.093728945	0	0	0.212678322	0	0	0	0	0.016963479	0.007644815	0.005066637	0.029319872	0.038933493	0.25253495	0.049473978	0	0.140163649	0	0	0.022408191
SD0781	Basal	0.042944936	0	0.031741747	0.097638313	0	0.203897055	0	0.013187299	0.091766485	0	0.020955383	0.05474671	0.012883678	0.038753376	0.189790225	0.129530917	0	0.045048147	0	0	0	0.027115729
SD0787	LumA	0.164741499	0	0.024743076	0	0	0.27127508	0	0	0.010643876	0	0	0.031948862	0.012374942	0.021423868	0.024211007	0.337147046	0.006255259	0	0	0.095235485	0	0
SD0788	LumA	0.243261734	0	0.103061785	0.074652256	0	0.17226159	0	0.008798213	0.017438131	0	0.004984702	0	0	0	0.027109922	0.243621139	0.083962735	0	0	0	0	0.020847794
SD0791	Her2	0.04882231	0	0	0	0	0.095115946	0	0.02271845	0.035006368	0	0.037332322	0	0	0.316305286	0	0.372222593	0	0.036102483	0.026428297	0	0	0.009945945
SD0792	LumB	0.153462564	0	0	0	0	0.167186385	0	0.027471072	0.029918951	0	0	0.010016044	0	0.138706846	0.04230488	0.368536914	0	0	0.053497452	0	0	0.008898892
SD0793	LumA	0.132674891	0	0	0	0	0.337306562	0	0	0	0	0.11047365	0	0	0.101509845	0	0.290443562	0	0	0	0.027591491	0	0
SD0798	LumA	0.146370055	0	0.184341365	0	0	0.220790053	0	0	0.004668975	0	0.039101696	0	0	0.004208595	0.053360818	0.224757882	0	0.019340932	0.074647391	0	0	0.028412238
SD0799	Her2	0.093273839	0	0.268948252	0.001757749	0	0.125752913	0	0.031349326	0.03111451	0	0.022180706	0.018477043	0	0.070063849	0.045811893	0.204911402	0	0.024089065	0.040486924	0	0	0.02178253
SD0802	LumA	0.181705065	0	0.02155121	0.06972113	0	0.144820081	0	0	0.026422267	0	0.016584835	0	0	0.047730024	0.009494417	0.262028	0.009549407	0	0.196646924	0	0	0.013746639
SD0804	LumA	0.025415346	0	0	0	0	0.007948133	0	0.020489541	0.040515417	0.010413633	0.03905929	0	0	0.666161653	0.005486542	0.126791741	0	0	0.057718705	0	0	0
SD0809	Her2	0.13979346	0	0.018057753	0	0.025739731	0.16514421	0.011363961	0.010449116	0.012161453	0	0.046719199	0	0	0.308540934	0.024749458	0.22225097	0	0	0.015029756	0	0	0
SD0810	LumB	0.158395809	0	0	0	0	0.230836932	0	0.017202487	0.035938931	0	0.034770301	0	0.017774898	0.149377907	0.085405022	0.198237462	0.002255139	0	0.069805112	0	0	0
SD0812	LumA	0.19798459	0	0.111293331	0	0	0.193675068	0	0.014349104	0	0	0.024008535	0	0.005235901	0	0.022028221	0.267640015	0.011711326	0	0.149800598	0	0	0.002273311
SD0816	Her2	0.248967831	0	0.220013695	0.033310732	0	0.132298321	0.018470731	0.032005584	0.034399464	0	0.002245354	0	0.001347679	0.011694359	0.031169181	0.143706485	0.015414309	0	0.074956274	0	0	0
SD0817	LumB	0.197500898	0	0.165263492	0	0	0.21049665	0.016011704	0	0	0	0.046135727	0	0	0.138487346	0.031167819	0.144608563	0	0	0.0503278	0	0	0
SD0821	LumB	0.08512741	0	0.126271592	0	0	0.107110963	0	0.02456473	0	0	0	0	0	0.292132103	0.030134457	0.300622623	0	0	0.028751798	0.005284325	0	0
SD0824	Basal	0.134207189	0	0.135884163	0.059268027	0	0.133456136	0	0.038548336	0.027097024	0	0.006138154	0.008006755	0	0.073424214	0.022797802	0.31158486	0	0	0	0	0	0.049587341
SD0825	LumA	0.067215499	0	0.018877973	0	0	0.103195657	0	0.017437107	0.030825485	0	0.031209529	0	0	0.311893062	0.009205238	0.307691227	0	0	0.102449224	0	0	0
SD0826	Her2	0.081368556	0.082338394	0.079749354	0.115142928	0	0.055859174	0	0.052023168	0.139369283	0	0.015655914	0.053690848	0.021417575	0.108511589	0.031462834	0.148565739	0	0	0.014718714	0	0	0.00012593
SD0829	LumA	0.184371191	0	0.101624378	0.03100031	0	0.187689001	0	0	0	0	0.013038909	0	0.004591971	0	0.045703804	0.14511715	0.053782497	0	0.225033094	0	0	0.008047696
SD0834	Her2	0.056453225	0	0.035454003	0	0	0.168109879	0	0	0.012430738	0	0.020951938	0.016902701	0	0.273923659	0.055877393	0.272327467	0	0	0.062735727	0.012880895	0	0.011952374
SD0847	Her2	0.082271188	0	0.188030036	0.095764259	0	0.129906729	0.084994861	0	0	0	0	0.04298171	0.007109779	0.033501008	0.045787817	0.246295284	0.005110539	0	0.023542729	0	0	0.014704061
SD0848	LumA	0.102086734	0	0.122332914	0	0	0.157237634	0	0.009560775	0.007674481	0	0.019815779	0	0	0.200849993	0.034097528	0.172805359	0	0	0.173538804	0	0	0
SD0850	LumB	0.103919042	0	0.097017846	0	0	0.070753044	0	0.009645224	0.014843339	0	0	0.024412789	0	0.091694911	0.015816458	0.272750379	0	0	0.299146967	0	0	0
SD0854	LumA	0.140097178	0	0.095416393	0.04757452	0	0.146692608	0	0.04009426	0	0	0.021521068	0	0	0.134568136	0.023179359	0.166900939	0	0	0.171636501	0	0	0.012319038
SD0855	LumA	0.16482971	0	0.111102414	0	0	0.252811063	0	0	0.029664083	0	0.079667898	0	0.015786012	0.076798943	0.037317778	0.167101353	0.009380418	0	0.055540328	0	0	0
SD0859	Basal	0.184094451	0	0.093177196	0.01457193	0	0.236826453	0.008197316	0.03691214	0.025016886	0	0.069785696	0	0.003790067	0	0.082049295	0.144765276	0.015450351	0.033916268	0.042155426	0	0	0.009291248
